Gene stable ID	Gene name
YHR056W-A	
YAR020C	
YOR178C	
YPL017C	
YHL046C	
YGR210C	
YLR157C-C	
YJR144W	MGM101
YDL096C	
YDL058W	USO1
YIL109C	SEC24
YEL005C	VAB2
tD(GUC)J3	
YIR034C	
YOR338W	
YMR272W-A	
YOL147C	PEX11
YFL066C	
YBR009C	
YDL157C	
YDR144C	MKC7
YJR151W-A	
YDR059C	
YDR443C	SSN2
YHR163W	
YOR161W-A	
YCL001W	
YNL146C-A	
YDR405W	MRP20
YJR010W	
YAL046C	
tF(GAA)H2	
YPL012W	
YGL003C	CDH1
YKR024C	
YNL015W	PBI2
YGR122W	
YDL188C	PPH22
YCR104W	
YJL029C	
YMR222C	
YBR056W-A	
YDR102C	
YGL189C	RPS26A
YLR405W	
YGL177W	
YPR017C	
YER163C	
YBR069C	TAT1
YCL046W	
YNL305C	BXI1
snR128	SNR128
Q0144	
tN(GUU)O1	
YDR382W	RPP2B
YLR294C	
YDR407C	
YNL017C	
YDR244W	PEX5
YKR104W	YKR104W
YGL020C	GET1
YHL030W-A	
YDR475C	JIP4
YPL131W	RPL5
YNR067C	DSE4
YPL116W	
YOR273C	
YIL097W	FYV10
YNR070W	
YGL193C	
YLR149C-A	
YMR044W	
YGL224C	SDT1
YER003C	PMI40
YDR291W	
YDR277C	MTH1
YHL002C-A	
YNL086W	SNN1
YGR069W	
YGR053C	
YPL034W	
YNL050C	
YLR419W	
YLL031C	GPI13
YFL014W	HSP12
YOR113W	
YFR026C	
YIL118W	
YLR065C	
YDL082W	RPL13A
YDL241W	
YKR103W	
YBL003C	HTA2
YLL023C	
YLL034C	
YNL117W	
YNL040W	
YNL226W	
tR(UCU)G2	
YOR381W	
YBR200W-A	
YGL129C	
YHR204W	MNL1
YMR086W	
RDN5-2	RDN5-2
YBR217W	ATG12
YPL261C	
YKL077W	
YCL026C-A	FRM2
YPR143W	
snR11	
YIL051C	MMF1
YJL070C	
YML115C	VAN1
YPL280W	
YKL224C	
YGR276C	RNH70
YFL062W	
YBL039C	
YBL042C	
YHL006W-A	
YDL041W	
YGL136C	
YFL059W	
YMR132C	
YJR021C	REC107
YFR041C	
YMR099C	YMR099C
YKL123W	
YDL092W	
YDR166C	
YGR148C	RPL24B
YGL194C-A	
YJL161W	
YGL243W	
YPL276W	YPL276W
YJL201W	
YGR081C	
YBR255C-A	
YPR148C	
YOR186C-A	
YOL076W	MDM20
YCR021C	HSP30
YPL186C	
YKL201C	MNN4
YER128W	
YLR187W	
YJR093C	
YOR060C	SLD7
tH(GUG)M	
snR73	SNR73
YDR499W	LCD1
ETS1-1	
tC(GCA)Q	
YGL227W	VID30
YPR112C	
YHR164C	DNA2
YFL003C	
YKR093W	
YHR074W	
YPL052W	OAZ1
YPL238C	
YOL113W	
YLR197W	NOP56
YBL059C-A	
YBR053C	
YHR161C	
snR83	SNR83
YOR008C-A	
YLR357W	
YJR019C	TES1
YKL053W	
YLR423C	ATG17
YBL010C	
YOR253W	NAT5
YHR214W-A	
YJR034W	
YGR270C-A	
YJL220W	
YOR213C	
YGR191W	
YNR071C	
YOL110W	SHR5
YDR003W	RCR2
YDR120C	
YMR095C	
YJR084W	YJR084W
YDL140C	RPO21
YGR200C	ELP2
YDR179C	
YDL165W	CDC36
YPL061W	ALD6
YDL244W	
YNL275W	
YJL002C	OST1
YOR098C	
YPR044C	
YOL056W	
YKL048C	ELM1
YFR029W	PTR3
YGR091W	
YDR240C	SNU56
YER030W	
YHL044W	
YGL138C	
YPR135W	CTF4
YPL196W	
YLR099W-A	
YLR126C	
YHR007C-A	
YJL050W	MTR4
YMR290W-A	
YNL239W	LAP3
YER178W	
Q0017	Q0017
YPL255W	
YAL063C	
YJL104W	PAM16
YGL194C	HOS2
YHR078W	
YDR091C	
YJL037W	
YGR146C-A	
YAL069W	
YNL308C	
YLR176C	RFX1
YOR328W	
YKL125W	
YOR070C	GYP1
YNL089C	
YMR134W	
YJR080C	AIM24
YDR391C	
YDR413C	
YOR126C	
YOR243C	
YCR079W	PTC6
YHL021C	AIM17
YDL022W	GPD1
YDL019C	
YLR393W	
YLR368W	MDM30
YGR255C	
YKL038W	
YNL071W	LAT1
YLR143W	
YGL016W	KAP122
YER093C	TSC11
YPL020C	ULP1
YDR096W	
YHR170W	NMD3
YHR141C	RPL42B
YGR208W	
YNL149C	
YJL179W	PFD1
YER072W	VTC1
YMR089C	YTA12
YJR153W	PGU1
YBR101C	
YMR284W	YKU70
YJL163C	
YJL093C	TOK1
YOR193W	
YLR186W	EMG1
YHR086W-A	
YCL059C	
YKL148C	SDH1
YDL213C	
YNL192W	CHS1
YPL246C	
YJR114W	YJR114W
YMR245W	
YGR174C	
YEL018C-A	
YDR339C	FCF1
tN(GUU)N2	
YNL295W	
YNL319W	
YDR415C	
YKL021C	
YOL002C	IZH2
YMR077C	VPS20
YNL334C	
YEL076C	
YDL075W	RPL31A
YMR203W	TOM40
YOR332W	
YJL172W	
YPL189W	
YPR034W	ARP7
YIL070C	
YKL022C	
YOR072W-B	
YGR032W	GSC2
YOL036W	
YMR142C	RPL13B
YAR018C	KIN3
YCR032W	
YOR293C-A	
YLL054C	
YOR326W	MYO2
YOR316C	
YML078W	CPR3
YGR284C	
YKL051W	
RNA170	RNA170
YPR189W	SKI3
YOL042W	
YGL106W	
YPR203W	
YPR111W	
YPL184C	MRN1
YDR045C	RPC11
YDR231C	
YLR341W	
snR74	SNR74
YOR029W	
YGR252W	GCN5
YLR101C	
YDL149W	ATG9
YNL024C-A	
YKL007W	
YMR283C	RIT1
YOR163W	
YPR115W	RGC1
YKL140W	TGL1
YKL117W	
YIL132C	
YJL132W	
YPL087W	
tF(GAA)M	
YPR049C	ATG11
YBR034C	HMT1
YNL009W	
YDL104C	
YIL017C	VID28
tL(UAG)J	
YHR049C-A	
YPR014C	
YLR068W	
YHR131C	
YIL057C	
YOR373W	
YJL058C	
YDR203W	
YAL017W	PSK1
YLR256W	HAP1
YMR211W	
YER018C	
tE(UUC)G1	
YPR170W-A	
YNR028W	
YJL171C	
YPR169W-A	
YDL145C	COP1
YPL169C	
YIL105C	SLM1
YBR261C	TAE1
YOR260W	GCD1
YJL106W	IME2
YLR362W	
YML099W-A	YML099W-A
YER010C	
YOR296W	
YPL107W	
YDL115C	
YER081W	
YLR131C	
YJL156W-A	
YLR099C	
YHR001W	
YNL029C	
YKR066C	
YLR409C	
YHR208W	BAT1
YLL001W	
YIR033W	
YNL217W	
YAL060W	BDH1
YGL120C	PRP43
tY(GUA)D	
tE(CUC)I	
YDL073W	
YPL147W	PXA1
YLR288C	MEC3
YIR014W	
YBL100C	
YDR026C	
YDR414C	ERD1
YML050W	
YER111C	SWI4
tF(GAA)N	
YGL225W	VRG4
YOL132W	
YNL087W	
YML069W	
YPL160W	CDC60
YGL070C	RPB9
YDR155C	CPR1
YDR011W	
YDR236C	
YNL195C	
YBL027W	RPL19B
YNL291C	
YMR073C	
YPR020W	
YGR266W	
YMR143W	RPS16A
YML023C	
YDL007W	RPT2
ITS2-1	
YPL166W	
YGR204W	
YPR113W	
YPL062W	
YPR199C	ARR1
YDR028C	REG1
YHR148W	
YLR364C-A	
snR3	
YNR007C	ATG3
YOR369C	RPS12
YJL079C	
Q0250	COX2
YPR129W	SCD6
YOR376W	
YJL223C	
YFR034C	PHO4
YOL097W-A	
YJL164C	TPK1
YML026C	RPS18B
YER149C	PEA2
YIL004C	BET1
YLR235C	
YJL067W	
YAL055W	PEX22
YNL311C	
YKL207W	AIM27
YDL116W	
YLR191W	PEX13
YEL052W	
YDR397C	NCB2
tA(UGC)O	
YGR270W	
YLR311C	
YOR314W-A	
YDR536W	
YMR297W	PRC1
YFR018C	
YEL060C	PRB1
YMR200W	
YER189W	
RDN5-5	RDN5-5
YOR380W	
YLR074C	
YER185W	
YDL052C	
YGL204C	
YMR232W	
YER190W	YRF1-2
YCR066W	
YJR063W	RPA12
YKL084W	
YPR006C	
YGR211W	
YHR175W	
YDR326C	
YOR196C	
YLL006W	MMM1
YPR056W	
YOR350C	
YOL137W	
YAR027W	
YBR230C	
YPL223C	
YCR035C	
YGL174W	BUD13
YDL033C	SLM3
YLR443W	ECM7
YOR122C	PFY1
YJL149W	
YKL100W-A	
YOR256C	
YAL030W	
YBR040W	
YPR010C-A	
YER012W	
YKL035W	
YLR325C	RPL38
YDR398W	
YMR201C	
YCR002C	
YDL031W	
YMR007W	
YLR080W	
YHR113W	
YFL068W	
YLR145W	
YEL016C	
YOL094C	
YIL169C	YIL169C
YOR336W	
YHR085W	
YNL002C	RLP7
YDR354C-A	
YMR066W	
YLR058C	SHM2
YMR016C	
YGR288W	MAL13
YMR031C	
YBR025C	
YDL077C	VAM6
YLR210W	
YGL100W	
YBR089W	
YDL135C	
YGL014W	PUF4
YKL027W	
tN(GUU)L	
YGL065C	
YDR064W	RPS13
YBL060W	
YGR126W	
YNL120C	
YOR174W	
YER040W	
YOR275C	
YPL254W	HFI1
YPR088C	SRP54
YDL072C	
YDR053W	
YLR269C	
YDL012C	
YNL052W	
YDR482C	
YMR262W	
YDL070W	
YKL153W	
YBR209W	
YHR160C	
YBL054W	TOD6
YLR343W	
YDR464C-A	
YJL117W	
tL(CAA)N	
YIL005W	
YKR079C	
YGL188C	
YDR410C	
YNL103W-A	
YPR197C	
YNR039C	
YDL114W-A	
YKR018C	
YEL026W	
YOR044W	
YMR300C	
YPL073C	
YPL058C	
YLL015W	
YDL022C-A	
YML082W	
YKR089C	TGL4
YKL116C	
YGL018C	
YOR346W	
YBR010W	HHT1
YFL045C	SEC53
tW(CCA)J	
YEL021W	
YBR067C	
tA(AGC)F	
YLR406C-A	
YDR432W	NPL3
YOR014W	RTS1
YLR007W	
YBR238C	
YDL152W	
YER076C	
tE(CUC)D	
YBR047W	
YNL162W-A	
YJL060W	
YOL069W	
YLR323C	
YOR298C-A	MBF1
YNL007C	
YBR142W	
tN(GUU)G	
YDL240C-A	
YDL232W	
YHR026W	VMA16
tS(AGA)E	
YDL159W-A	YDL159W-A
YNL035C	
YDR115W	
YCL048W	
YMR064W	AEP1
YDR169C	
YBL091C	
YCR045W-A	
YPR200C	ARR2
YLL030C	
YFR009W	
YNL317W	
YBL093C	ROX3
YLR266C	
YKL155C	
YAR007C	RFA1
YHL048C-A	
YIL106W	
YGL068W	
YPR172W	
tF(GAA)P2	
YML011C	
YNL001W	
YLL055W	
YKL214C	
YOR194C	
YER115C	
tL(UAA)B2	
YHR059W	
YKL039W	
YOR002W	
YDR478W	
YJL146W	
YDR206W	
YOL134C	
YPR108W	
YLR278C	
YMR111C	
YKR101W	
YMR097C	
YDR014W	RAD61
YER068C-A	
YOR394W	
YDR457W	
YOR017W	
tE(UUC)E2	
YNL094W	
YDR083W	
YBL007C	
YKR013W	PRY2
YDL171C	
tR(ACG)J	
YBL064C	
YEL007W	MIT1
YBL088C	
YPL127C	
YLR033W	
YJL136C	RPS21B
YDR024W	
YDL004W	
snR81	
YPR002W	
YBR023C	CHS3
YOR268C	
YLR271W	
YGR177C	
YHL039W	
YGR296W	YRF1-3
Q0075	
YGR068C	
YOR142W	
YLR096W	
YHL043W	
YKR042W	
YHR024C	MAS2
YDR065W	
YKL191W	
YMR110C	
YGR217W	
YGR035W-A	
YLR234W	TOP3
YBR002C	
YMR157C	AIM36
YPL266W	DIM1
YLR296W	
YBR246W	RRT2
YOR379C	
YGL167C	PMR1
YJR161C	
YGR050C	
YPL081W	RPS9A
YPL225W	
YJR140C	HIR3
YER070W	RNR1
YDL034W	
YLR262C	
YGR187C	
YBR147W	RTC2
YOR330C	MIP1
YPL155C	
YGL169W	
YIL149C	
YIL147C	SLN1
YJL221C	IMA4
YCL069W	
YML074C	FPR3
YJR030C	
YDR111C	
YDR128W	MTC5
YJL119C	
YER080W	AIM9
YER052C	HOM3
YHR033W	
tP(UGG)F	
YDR159W	SAC3
tQ(UUG)L	
YBL029C-A	
YOL151W	
YDR118W-A	
YBL063W	KIP1
YKL104C	
tC(GCA)P1	
YEL068C	
YLL005C	
YDR118W	
YCL057W	
YER132C	
Q0140	VAR1
YOL138C	RTC1
YML021C	
YPL210C	
YFR034W-A	
YNL122C	
YDL234C	
YLR014C	
YLR404W	FLD1
YHR119W	SET1
YOL019W	YOL019W
YMR183C	
YDL098C	
YKL118W	
YLR153C	
YBR013C	
YFR032C-B	
YLR078C	BOS1
YMR161W	
YNL058C	
YER047C	
tT(UGU)G2	
YDL010W	
YNL313C	
YDL065C	PEX19
YDR349C	
YKL034W	
YDR050C	
YDR284C	DPP1
YOR311C	DGK1
YMR030W-A	
YNL025C	SSN8
YHR146W	
YHR195W	NVJ1
YCL065W	
YKR006C	MRPL13
YGR075C	
YDR528W	
YCR020C	PET18
YKL073W	LHS1
YCL054W-A	
YJL084C	ALY2
YER170W	ADK2
YBR149W	
YFR044C	
tE(UUC)Q	
YDL138W	
YJL010C	
YGL153W	
YAL045C	
YDL187C	
YGL146C	
YCR011C	
YCL076W	
YLL021W	SPA2
YBR193C	
YPR180W	AOS1
YHR086W	NAM8
YDR545W	YRF1-1
YLR150W	STM1
YNR075W	
YDR253C	
YDL112W	
YGR237C	
YNL309W	
YNR015W	SMM1
YKL086W	
YPR151C	
YLR200W	YKE2
YJR115W	
YGR085C	RPL11B
YNL008C	
YPR174C	
YLR252W	
YLR427W	
YGL240W	DOC1
YKL024C	URA6
YNL116W	DMA2
YDL142C	CRD1
YPR033C	HTS1
YNL165W	
YGR157W	CHO2
YJR071W	
YDR316W	
YDR157W	
YCL004W	PGS1
YLR301W	
YOR032C	
YGR265W	
YHR180W	
YJL051W	
YIL071C	PCI8
YJR092W	
YDR428C	
YPR100W	
YMR100W	
YDR246W	
YOR308C	
YNL234W	
YDR354W	
YMR275C	BUL1
YIL064W	
YBR237W	PRP5
YPR057W	
tK(UUU)K	
YPL200W	
YBL106C	SRO77
YPL162C	
YOR004W	
YPR080W	TEF1
YPR004C	
YDR373W	
YJR119C	JHD2
YGL210W	
YAR003W	SWD1
YJR060W	CBF1
YPR157W	
YNL041C	COG6
YDR343C	
YOR140W	
YIL128W	MET18
YDR264C	
YPR124W	
YOR266W	
YNR020C	
YKL063C	
YOR202W	HIS3
YPR177C	
tE(UUC)C	
YOR248W	YOR248W
YHR135C	YCK1
YKL138C	MRPL31
YJL011C	RPC17
YAL038W	CDC19
YGR152C	RSR1
YER141W	
YEL004W	
YGR122C-A	
YDL214C	
YFL050C	
YKR074W	
YDR501W	
YGR166W	TRS65
YBR155W	
YKL031W	
YBR207W	
YKL221W	
YNL269W	
YOL011W	
YMR079W	SEC14
YFR049W	
YAL042W	ERV46
YHR056C	
YDL119C	
YLR030W	
YOR008C	SLG1
YMR242W-A	
YHR105W	
YJL216C	
YOL166C	
YLR414C	
YNR013C	
YHR100C	
YIL131C	
YLR144C	ACF2
YDL163W	
YKL041W	VPS24
YHL036W	
YJL199C	
YGL222C	
YAL010C	MDM10
YOR119C	RIO1
YIL110W	HPM1
YKL100C	
YGR084C	
YNL170W	
YGR230W	
YER043C	
YKL129C	
YDR198C	
YNL055C	POR1
YBR169C	
YNL213C	
YMR167W	MLH1
RME3	
tI(AAU)N1	
YCL037C	
YDR294C	DPL1
YGL196W	
tT(AGU)D	
tF(GAA)D	
YOR130C	ORT1
YPR130C	
YPL097W	
YER116C	
YDR180W	
YPL263C	
YDR448W	ADA2
YOR041C	YOR041C
YBR214W	
YOR251C	
YKR095W	MLP1
YEL018W	
YLR077W	FMP25
YOL035C	
YHR093W	
YBR117C	
snR10	
YER123W	YCK3
YOR342C	
YFR013W	
YFR055W	
YOL050C	
YLL066C	
YDR287W	
YFL041W-A	
YCL039W	GID7
YGL084C	
YIL011W	TIR3
YOR376W-A	
YCR083W	
YMR294W	JNM1
YNL273W	
YOR068C	VAM10
YCR006C	
tA(AGC)P	
YLR261C	
YKL124W	SSH4
YNL203C	
YPL133C	
YGL162W	
YIL159W	
YNR062C	
YLR135W	
YGR188C	
YPL267W	
YDL233W	
YMR156C	
YBL098W	
YMR080C	NAM7
YPL045W	VPS16
YGL113W	
YNL206C	
YGR025W	
YLR156W	
YML060W	
YDR365C	
YOR229W	
YGR182C	
YBL002W	
YGL102C	
YBL082C	ALG3
YLR346C	
YKR025W	RPC37
YER177W	BMH1
YOR387C	
YMR075C-A	
YBR252W	
YDR416W	SYF1
YLR276C	
YBR041W	
YER150W	
YFL056C	
YGR031W	
YFR014C	
YDR219C	
YGL176C	
YLR322W	
tH(GUG)H	
YHR088W	
YMR302C	YME2
YCR086W	
YMR098C	ATP25
YOR112W	
YBR285W	
YMR065W	KAR5
YBR068C	
YHR065C	
YAR035W	
YAL034C-B	YAL034C-B
tQ(UUG)C	
YKR001C	VPS1
YJR108W	
YDR377W	
YLR285W	
YLR045C	
YDR305C	HNT2
Q0020	15S_RRNA
YIL134W	
YLR190W	
YIL028W	
YGL025C	PGD1
YNR032W	
YGR271W	
YLR020C	
YML100W-A	
YCL074W	
tD(GUC)G2	
YBR059C	
YML049C	
YKR078W	
YDR193W	
YOR146W	
YOR372C	
YJL195C	
tI(AAU)P2	
YOR159C	SME1
YMR052W	
YPL114W	
YMR120C	
YCL029C	BIK1
YGL022W	
YPL202C	
YER071C	
YGR279C	
snR70	
YOR227W	
YPL140C	MKK2
YJL194W	
RDN18-1	RDN18-1
YER176W	ECM32
YBR085W	AAC3
YDL079C	
YOR085W	
YOL101C	
YNL067W-A	YNL067W-A
YLR089C	
YJL047C	RTT101
YOL152W	
YDR427W	
YMR052C-A	
YER145C	
YDL044C	MTF2
YJL030W	
YPR036W-A	
YMR246W	
YLL046C	
YOL073C	
YML133C	
YKR007W	MEH1
YBR245C	ISW1
YPL144W	POC4
YOR048C	RAT1
YGR125W	
YNL224C	SQS1
YBR065C	ECM2
YLR449W	
YLL063C	
YIR019C	MUC1
YOR154W	
YFL046W	
YDR466W	
YLL008W	
YMR096W	
YJL159W	HSP150
YDR109C	
tA(AGC)D	
YPL123C	
YNL072W	RNH201
YAL026C	DRS2
YAL014C	SYN8
YGR163W	
YHR054C	
YIL067C	
YDL024C	
YGL094C	
YGR131W	
YKL198C	PTK1
RUF5-2	RUF5-2
YCL028W	RNQ1
YOR036W	PEP12
YLR073C	
YHR169W	
YHR079C	IRE1
YBR084W	
YER035W	
YDL247W-A	
YPL054W	
YGR248W	
RUF23	
YER142C	MAG1
YPR121W	
YJR128W	
YFL013C	
YAR061W	
YHR016C	YSC84
YOR284W	
YJL193W	
YJL176C	SWI3
YHR002W	
YDR204W	
YNL048W	
YEL074W	
YHR172W	
YNL199C	
YDR079C-A	
YBR271W	
YPL213W	
YJR045C	SSC1
YNL003C	PET8
YCR094W	
YNL323W	LEM3
YEL062W	
YPR019W	MCM4
YHL006C	
YGR029W	
YHL025W	
YGL125W	MET13
YJR135W-A	
YIR023C-A	
YGR038W	
YGR008C	
YKL083W	
YNR068C	
YMR046W-A	
YNL145W	
YHR165C	PRP8
YIL108W	
YOR209C	
YDR278C	
YFL024C	
YOR204W	DED1
YJR014W	TMA22
YDR352W	
YMR160W	
YLR425W	TUS1
YKR022C	
YBR216C	
YLR023C	
YNR064C	
YPR118W	
YFL012W-A	YFL012W-A
YKL081W	TEF4
YJL173C	RFA3
YCR020W-B	
tN(GUU)Q	
YOR009W	
YGL216W	
YGL155W	CDC43
YJL222W-A	
YJR009C	TDH2
YLR378C	
YGR250C	
YML005W	TRM12
YBL068W	
YLL062C	
YNR005C	
YKR027W	BCH2
YIR002C	
YPR134W	
YDR066C	
YCL026C-B	HBN1
YNL080C	
YML127W	
YDR487C	
YAL062W	GDH3
YKR068C	
YCL034W	
YPR051W	MAK3
YIL153W	RRD1
tG(GCC)G2	
ITS2-2	
YDR513W	GRX2
YPL039W	
YAL023C	PMT2
YER002W	
YGR195W	SKI6
YMR112C	
YCR038W-A	
YMR025W	
YLR214W	
tA(UGC)A	
YBR044C	
YCR005C	
YDR057W	
YLR027C	AAT2
YKL156C-A	
YOR001W	
YDR036C	EHD3
YPR009W	
YPL172C	
YOR099W	
YHR035W	
YDL083C	RPS16B
YJR048W	CYC1
YDL023C	YDL023C
YIR001C	SGN1
YBR064W	
YPR149W	NCE102
YKL065W-A	
YNL194C	
YPL042C	SSN3
YHR073W-A	
YBL071C-B	
YOR216C	RUD3
YOR132W	VPS17
YNL190W	
YKR080W	
YHR039C-A	VMA10
YIL123W	
YBR090C	
YJR145C	RPS4A
YGR149W	
YJR002W	
YHR048W	
YDR381C-A	
YDR077W	
YHL029C	
YGL104C	
YKR044W	
YGL166W	CUP2
YFL034W	
YMR286W	MRPL33
YDR238C	
YHR186C	KOG1
YOR203W	
YCR092C	
YHR106W	
YGL170C	
YGR097W	ASK10
YLL052C	
YMR199W	
YOR295W	
tP(UGG)A	
YIL133C	RPL16A
YDL086W	
YER088C-A	
YNR051C	
YBR230W-A	
YAL063C-A	
YML091C	
YIL066W-A	
snR9	
YMR136W	
YJR023C	
YNR045W	
YOL106W	
YPR110C	RPC40
YKL217W	
YOR121C	
YKR102W	
YKR085C	MRPL20
YJR008W	
YLR304C	ACO1
YGR021W	
tK(CUU)F	
YNL248C	RPA49
YPL004C	
YBR176W	
YDL006W	PTC1
YDL076C	
tH(GUG)E2	
YPR058W	
YIL002W-A	
tL(UAG)L2	
Q0255	Q0255
YOL149W	
YHR180C-B	
YIR022W	
YDR265W	PEX10
YNL042W-B	
YOR059C	YOR059C
YIL136W	
YER027C	GAL83
YBR177C	
YCL075W	
YAR075W	
YHR022C-A	
YML058W-A	
YHL042W	
YBR027C	
YKL112W	ABF1
YGR130C	
YER131W	RPS26B
YAL031C	GIP4
YJR049C	
YKL135C	
tD(GUC)I2	
YML113W	
YGL040C	HEM2
YBR197C	
YJR079W	
YLR017W	
YGL121C	
YER161C	SPT2
YDR307W	
YKL018W	SWD2
YOR108W	
YBR026C	ETR1
YPL248C	GAL4
YML132W	
YDR520C	URC2
YAR064W	
YOR106W	VAM3
YGR006W	
YIL092W	
YAL025C	
YDR168W	CDC37
YBR121C	GRS1
YDR113C	
YGR159C	NSR1
YJR037W	
YIR004W	DJP1
YLR342W	FKS1
YPL270W	
YGR260W	
YML064C	
YIR020W-A	YIR020W-A
YPR202W	
YPR160W-A	
YGL250W	
YFR021W	ATG18
YOR173W	
YOL090W	MSH2
YDL071C	YDL071C
YOR271C	
YKL087C	CYT2
YBR087W	
YML056C	
YGL252C	
YBR270C	
YOR349W	
YNL229C	URE2
YPR068C	
YLR310C	CDC25
YKL074C	
YBL067C	
YNL257C	
YPL121C	MEI5
YDR081C	
YOL039W	RPP2A
YEL066W	
YPR013C	
YKR075W-A	
YJL108C	
YJR138W	IML1
YDR458C	
YAL048C	GEM1
YER069W	
YPL051W	
YDL131W	
YCR020C-A	MAK31
YBL089W	
YPL250C	
YKR072C	SIS2
YIL044C	AGE2
YDR476C	
YER144C	
YGL037C	
YBR039W	
YNL162W	RPL42A
YDR212W	TCP1
YLL060C	
YKL126W	YPK1
YHR031C	RRM3
YEL034W	HYP2
YDR182W-A	
YKL018C-A	
YDR101C	
YPR106W	
YJL135W	
Q0010	Q0010
YKR045C	
YPR053C	
YNL268W	
tM(CAU)M	
YBR136W	MEC1
YNL169C	
YMR135W-A	
YLR429W	
YGR031C-A	
YIR020C-B	
YOR190W	SPR1
YJL185C	
tK(UUU)Q	
YLR056W	ERG3
YPR198W	SGE1
YDR493W	MZM1
YBR097W	VPS15
tR(ACG)Q2	
YBL107C	
YBL074C	
YMR260C	
YLR411W	
YPR120C	
snR61	
YPL090C	RPS6A
YPL125W	KAP120
YDL125C	
tK(CUU)D1	
YBR071W	
tL(CAA)A	
YDR539W	
YDR239C	
YAL056C-A	YAL056C-A
YOR052C	YOR052C
YOL034W	
YLR198C	
YCR102W-A	
YOR137C	
YIR021W-A	
YDR302W	
tW(CCA)G1	
YOR038C	HIR2
YGR274C	TAF1
YBR212W	NGR1
YOR303W	
YDL066W	
YNL104C	
YNL205C	
YKR082W	NUP133
YHR154W	RTT107
YHL032C	
YDR136C	
YBL034C	
YBR180W	
YJL156C	
YIL009W	
YDR129C	SAC6
YLR467C-A	
YLR170C	APS1
YJL103C	
YJR098C	
YLL036C	PRP19
YFR006W	
YNL067W	RPL9B
YPL088W	
YLR228C	
YNL026W	SAM50
YDR043C	
YCR041W	
YLR103C	CDC45
YHR003C	
YOL117W	RRI2
YCR069W	CPR4
YLR079W	SIC1
YHR175W-A	
YIL141W	
tK(CUU)C	
YHL047C	ARN2
YLR164W	
YIL098C	
YPL175W	SPT14
YCR025C	
YPR067W	
YJR150C	DAN1
YDR275W	
YOL053W	
YFR036W	CDC26
YKL014C	URB1
YBR060C	ORC2
YIL065C	FIS1
YGR161C	
YCR097W-A	
tD(GUC)D	
YKL096W-A	CWP2
YPR072W	
YJL006C	
YIL171W	YIL171W
YML030W	
YBR259W	
YJR005W	APL1
YMR118C	
YOL005C	RPB11
YOL020W	TAT2
YER038C	KRE29
YKR038C	
YKR048C	
YLR264W	RPS28B
YIL068C	
YOR365C	
YLR231C	
YGL082W	
YMR048W	
tS(AGA)B	
YER094C	PUP3
YDR089W	
YBR014C	
YNL044W	
YLR008C	PAM18
YDR471W	RPL27B
YJL009W	
YDR319C	YDR319C
YJL202C	
YPL038W-A	
YPR069C	
YKL070W	
YMR233W	
YDR228C	
YGL012W	
YPL164C	
YPL163C	
YLR069C	
YHR052W-A	
YLR403W	SFP1
YNL028W	
YOR207C	RET1
YOR092W	ECM3
snR13	
YNL263C	
YAL037C-A	
YIL139C	
YLR072W	
YOL065C	
YNL059C	
YMR149W	
YML073C	RPL6A
YBR143C	SUP45
YEL036C	ANP1
YBR298C	MAL31
YOR381W-A	
YDR425W	
YGL256W	ADH4
YHR143W	
YPL014W	
YGL075C	MPS2
YDL160C	
YNL301C	RPL18B
YNL193W	
YGL248W	
Q0275	COX3
YOR093C	
YLR110C	
YHL041W	
YGL213C	SKI8
YML129C	
YNR041C	
YNL210W	
tL(UAA)N	
YGL026C	
YDR042C	
YOR343C	
YER147C-A	
YBR150C	
YKR087C	
YMR075W	
YHR064C	SSZ1
YML075C	
YGR194C	
Q0142	Q0142
YJR039W	
YKR073C	
YOL013W-B	YOL013W-B
YKL091C	YKL091C
YNL126W	
YKR062W	
YKL068W-A	
YBR042C	CST26
YAL018C	
YDR097C	MSH6
YIL163C	
YAL064W-B	
YNL277W	
YOR274W	
YJL189W	RPL39
YHL015W-A	
YLR117C	CLF1
tR(ACG)D	
YDR119W	
tD(GUC)I1	
YER013W	
YOL107W	
YDR422C	
YPL137C	
YKL157W	APE2
YPL091W	GLR1
YKR052C	
YDR363W	
YDR169C-A	
YBR229C	ROT2
YJR040W	GEF1
YGR172C	
YPR122W	AXL1
YHR073W	
YPR171W	
YLR347W-A	
YDR060W	MAK21
YHR055C	CUP1-2
YJR085C	
YER137C	
YDR061W	
YBR126W-B	
YCL042W	
YOR157C	
YNL310C	ZIM17
YGL096W	
YGR240C-A	
YOR252W	TMA16
YEL046C	
YAL034W-A	MTW1
YCR063W	BUD31
YEL053C	MAK10
YNL187W	
YDL028C	MPS1
YCR036W	
YNL034W	
YHR025W	
YJL061W	NUP82
YMR319C	
YOL122C	SMF1
YLR233C	
YDR034W-B	
YNL119W	NCS2
YJL008C	
Q0070	
snR7-S	SNR7-S
YJL186W	
YIL026C	IRR1
YJR120W	
snR84	SNR84
YBL071C	
YML114C	TAF8
YHR182C-A	
tV(AAC)J	
YER105C	
YJR069C	
YBR111W-A	
snR58	
YOL161C	
YOR072W	YOR072W
YBR158W	AMN1
YDR358W	
YDR544C	
YLR390W-A	CCW14
YGL098W	USE1
YDR460W	TFB3
YNL304W	
YGR074W	SMD1
YPR181C	
YOL155W-A	
YGR098C	
YIL144W	TID3
