Gene	FDR	RANKS_score
DCST2	0.480559625636183	-0.921896704651246
COL14A1	0.480559625636183	-0.921783208852554
TSPAN9	0.480559625636183	-0.921761106654722
CXCL2	0.480559625636183	-0.921719513946363
TTLL4	0.480559625636183	-0.921651102702851
PODNL1	0.480559625636183	-0.921536265471601
CCDC168	0.480559625636183	-0.921377282169686
FAM89A	0.480559625636183	-0.921294707176047
TNFAIP8L1	0.480559625636183	-0.921229176418009
PPAPDC1B	0.480559625636183	-0.921217525056601
RCOR2	0.480559625636183	-0.921182305461156
FAM69C	0.480559625636183	-0.921057270015555
RHBDD2	0.480559625636183	-0.921050397597785
PCDH15	0.480559625636183	-0.920819788261615
BCAP29	0.480559625636183	-0.92073244674579
OR13F1	0.480559625636183	-0.92053824053603
CATSPERB	0.480559625636183	-0.920504631515096
SYT1	0.480559625636183	-0.920474492327873
ZEB1	0.480559625636183	-0.920412083885219
CHRM5	0.480559625636183	-0.920294552777028
RABL6	0.480559625636183	-0.920244079531639
CYP7B1	0.480559625636183	-0.920243635259451
GPX3	0.480559625636183	-0.920219637029672
CASQ1	0.480559625636183	-0.920151411873278
CCL17	0.480559625636183	-0.920111348324351
FNDC8	0.480559625636183	-0.919854792154467
ARL5C	0.480559625636183	-0.919039820897561
THAP3	0.480559625636183	-0.918983527495087
RPL22L1	0.480559625636183	-0.917849773836828
PRRC2B	0.480559625636183	-0.917491915417259
NBEAL1	0.480559625636183	-0.916868871039457
PRAMEF9	0.480559625636183	-0.916256030105561
SSB	0.480559625636183	-0.91408362759724
ENKUR	0.480559625636183	-0.911652207234591
ATP2B1	0.480559625636183	-0.911190725142912
PPFIBP2	0.480559625636183	-0.911011402352355
ZNF93	0.480559625636183	-0.909935735601649
ZNF519	0.480559625636183	-0.897483670158775
NUDT18	0.480559625636183	-0.894364885138707
TIGD5	0.481926026190151	-0.91994926613533
ACVR2A	0.481926026190151	-0.919900847104528
HRH3	0.481926026190151	-0.919888112197094
GPR4	0.481926026190151	-0.91961347110495
ZNF92	0.481926026190151	-0.919406212910759
KRT24	0.481926026190151	-0.919129105761974
PYCR2	0.481926026190151	-0.919016402792776
C22orf43	0.481926026190151	-0.918895333977859
PALMD	0.481926026190151	-0.918547672463793
RNF38	0.481926026190151	-0.918183988042059
B9D1	0.481926026190151	-0.917987440812537
TRIM59	0.481926026190151	-0.917939206268599
PPP1R13B	0.481926026190151	-0.917882102752354
SFN	0.481926026190151	-0.917839345167214
LRRC29	0.481926026190151	-0.917608607724421
MST1L	0.481926026190151	-0.917366827498346
CHD5	0.481926026190151	-0.916655943728649
SCARA3	0.481926026190151	-0.916640755753546
CYYR1	0.481926026190151	-0.916160354448892
BMP4	0.481926026190151	-0.916021180226485
TRIM36	0.481926026190151	-0.916017214407466
CCDC85C	0.481926026190151	-0.915981763067809
C7orf50	0.481926026190151	-0.915956186224612
FSIP2	0.481926026190151	-0.915652683244995
NOMO1	0.481926026190151	-0.915258461198591
PPP2R2D	0.481926026190151	-0.915200900260383
SLC4A10	0.481926026190151	-0.914928682065565
SLC28A3	0.481926026190151	-0.914891592823206
ARFIP2	0.481926026190151	-0.914203479463363
TCTN1	0.481926026190151	-0.914026921943535
UBE4A	0.481926026190151	-0.913351134430474
USP10	0.481926026190151	-0.913100882991098
CAPRIN2	0.481926026190151	-0.913032177348108
ZNF417	0.481926026190151	-0.912995743755952
ELOVL5	0.481926026190151	-0.912920124612033
CHKA	0.481926026190151	-0.912827783645401
KLF3	0.481926026190151	-0.912541754145186
FAM107A	0.481926026190151	-0.912364752088244
SAG	0.481926026190151	-0.91192909370707
STEAP2	0.481926026190151	-0.911720212081862
MBIP	0.481926026190151	-0.911687110500194
ADORA2A	0.481926026190151	-0.911546491728862
SLC23A2	0.481926026190151	-0.91142832277701
OR5K4	0.481926026190151	-0.911222196309808
ABHD16B	0.481926026190151	-0.910980061243505
MYL3	0.481926026190151	-0.910774951348694
OR2T8	0.481926026190151	-0.910148257939243
SYNJ1	0.482377587508551	-0.919910512494403
BTBD17	0.482377587508551	-0.919828550716166
PHF15	0.482377587508551	-0.919742212250365
RHOV	0.482377587508551	-0.919702053689202
TIGD2	0.482377587508551	-0.919682505730195
MAFA	0.482377587508551	-0.919647135260562
SLIT2	0.482377587508551	-0.91963843780372
NAT8L	0.482377587508551	-0.919490088296812
DLL1	0.482377587508551	-0.919484083415047
KIAA0040	0.482377587508551	-0.919477972106396
TMEM200C	0.482377587508551	-0.919468345863382
CRBN	0.482377587508551	-0.91938597389472
EEF2K	0.482377587508551	-0.919210742239991
PYDC1	0.482377587508551	-0.919208708905453
OR2M3	0.482377587508551	-0.919208308887806
C19orf48	0.482377587508551	-0.919155829344693
TRIM5	0.482377587508551	-0.919100358221018
ZBTB5	0.482377587508551	-0.919081426754162
TRIM45	0.482377587508551	-0.919033980469754
SNX30	0.482377587508551	-0.919028226239801
BTBD6	0.482377587508551	-0.919026739945833
NUDT1	0.482377587508551	-0.918952838387326
UPK1A	0.482377587508551	-0.918928052344467
SUN5	0.482377587508551	-0.918742202986612
CCDC15	0.482377587508551	-0.918713689326941
CSN3	0.482377587508551	-0.918596155838758
STX16	0.482377587508551	-0.918432293904213
OR14C36	0.482377587508551	-0.918409013407455
NME4	0.482377587508551	-0.918313915781217
MMP23B	0.482377587508551	-0.917909109504538
KANK3	0.482377587508551	-0.917676472080724
OASL	0.482377587508551	-0.917641649595405
ITSN2	0.482377587508551	-0.917609247682366
DDAH2	0.482377587508551	-0.917595800769612
ELMSAN1	0.482377587508551	-0.917581398361992
ZNF835	0.482377587508551	-0.917492218295754
CBX6	0.482377587508551	-0.917473104766766
C3orf18	0.482377587508551	-0.917451647515665
C9orf139	0.482377587508551	-0.917378146386178
CDA	0.482377587508551	-0.917227038732577
UCHL3	0.482377587508551	-0.917134925907008
FXYD1	0.482377587508551	-0.916984421119012
IFT46	0.482377587508551	-0.916872136032314
GPC5	0.482377587508551	-0.916811476200867
B3GNT7	0.482377587508551	-0.916694758461382
AES	0.482377587508551	-0.916602871838725
C19orf47	0.482377587508551	-0.916572743751658
ACADM	0.482377587508551	-0.916500793235793
ADH1A	0.482377587508551	-0.916484964551693
HMOX1	0.482377587508551	-0.916301230735222
OXTR	0.482377587508551	-0.916298822330359
SAFB2	0.482377587508551	-0.916212545567369
CPA3	0.482377587508551	-0.91613941818151
SLC9B2	0.482377587508551	-0.916137636426177
LILRA3	0.482377587508551	-0.916083524482157
SLC26A10	0.482377587508551	-0.916035761610685
ALPI	0.482377587508551	-0.91597720713422
PIK3R3	0.482377587508551	-0.915887957795768
TRERF1	0.482377587508551	-0.915849799960901
ENTPD5	0.482377587508551	-0.915775677573587
OR10K1	0.482377587508551	-0.915653072717123
POPDC3	0.482377587508551	-0.91564126801393
SEMA3G	0.482377587508551	-0.91554386657607
DBNDD2	0.482377587508551	-0.915452693043071
ZSWIM1	0.482377587508551	-0.915366054948099
TSPO2	0.482377587508551	-0.915320099403167
HOXA10	0.482377587508551	-0.915256266453562
CEL	0.482377587508551	-0.915239318877354
FANCD2OS	0.482377587508551	-0.915140566534423
FCGR1A	0.482377587508551	-0.915052606177152
DLX2	0.482377587508551	-0.914977818071751
ANXA1	0.482377587508551	-0.914898452408806
MAT1A	0.482377587508551	-0.914875612421924
WDR31	0.482377587508551	-0.914837403398532
NAT6	0.482377587508551	-0.914804199120124
PWWP2A	0.482377587508551	-0.9147083956541
SORBS1	0.482377587508551	-0.914652635862492
CMAS	0.482377587508551	-0.914631877443414
ALDH2	0.482377587508551	-0.914620252487566
CDC42EP1	0.482377587508551	-0.914546643947822
C7orf41	0.482377587508551	-0.914347664833501
TRPC5	0.482377587508551	-0.914338065681519
BAG3	0.482377587508551	-0.914332461754206
LRRC4	0.482377587508551	-0.914281832215402
CHST2	0.482377587508551	-0.914261746948324
P2RY6	0.482377587508551	-0.914256208942074
PGAP1	0.482377587508551	-0.913920544407718
HAVCR2	0.482377587508551	-0.913917393807285
PTPN4	0.482377587508551	-0.913903584920385
PYCR1	0.482377587508551	-0.913890901038157
FIBIN	0.482377587508551	-0.913737097881034
OR1B1	0.482377587508551	-0.913466972660529
SESTD1	0.482377587508551	-0.913288652860734
HPCAL4	0.482377587508551	-0.913190621196438
STYXL1	0.482377587508551	-0.91317154720651
VPS9D1	0.482377587508551	-0.913100927232864
ZDHHC14	0.482377587508551	-0.912995977987084
PBOV1	0.482377587508551	-0.912867868561639
VEGFC	0.482377587508551	-0.912817375105975
RBMS1	0.482377587508551	-0.912697911150466
BTD	0.482377587508551	-0.912607649586028
UBA7	0.482377587508551	-0.912585592984422
VGLL1	0.482377587508551	-0.912567853912515
TMEM121	0.482377587508551	-0.912288546222415
CEP76	0.482377587508551	-0.91226338335051
DTX1	0.482377587508551	-0.912241048338742
CEACAM8	0.482377587508551	-0.911773627689993
CRYZL1	0.482377587508551	-0.911734717160453
SLCO2B1	0.482377587508551	-0.911694075944012
FAM89B	0.482377587508551	-0.911594267800211
C1orf233	0.482377587508551	-0.911256502011362
TEX29	0.482377587508551	-0.911171123954725
MFSD3	0.482377587508551	-0.911163194491617
AFF3	0.482377587508551	-0.911156899791095
PLAU	0.482377587508551	-0.911062388607702
TAAR5	0.482377587508551	-0.910966455548047
NDRG1	0.482377587508551	-0.910841931933343
ATP5G2	0.482377587508551	-0.910592559850864
ABHD3	0.482377587508551	-0.910574259448881
FOXL1	0.482377587508551	-0.910507999602483
DCUN1D3	0.482377587508551	-0.910396089074629
TLCD2	0.482377587508551	-0.910388661540065
RC3H1	0.482377587508551	-0.91004877434549
PFKFB3	0.482377587508551	-0.910017277468427
LGALS13	0.482377587508551	-0.909113311578712
MAP1B	0.482377587508551	-0.906347627480424
ASXL3	0.482377587508551	-0.905469510618416
MSR1	0.482377587508551	-0.904918418938649
IL22RA2	0.482377587508551	-0.904882039041862
MTMR6	0.482377587508551	-0.904118276160141
LONP2	0.482377587508551	-0.902415825817827
CCDC71L	0.482377587508551	-0.901125884457023
GPR180	0.482377587508551	-0.901105029089181
PRB3	0.482377587508551	-0.896987109512402
RASA1	0.482377587508551	-0.893232822341704
CBX3	0.482377587508551	-0.880110361872293
NBPF12	0.482377587508551	-0.845918305770238
OLFM3	0.48319529354387	-0.909950914560569
VIL1	0.48319529354387	-0.909697002008885
RIBC2	0.48319529354387	-0.909595700821957
OR11G2	0.48319529354387	-0.909525799209718
SSR1	0.48319529354387	-0.909460734225645
FAM13B	0.48319529354387	-0.909435432820993
CAST	0.48319529354387	-0.909310175891869
ARPC1B	0.48319529354387	-0.909131353372878
TNFRSF25	0.48319529354387	-0.908817099781934
ANKRD53	0.48319529354387	-0.908688430919336
NXN	0.48319529354387	-0.908581940986747
CYP2W1	0.48319529354387	-0.908431293928194
MCFD2	0.48319529354387	-0.908215041278838
TPD52L1	0.48319529354387	-0.90806012194248
SLC8A3	0.48319529354387	-0.907801127711718
FAM127A	0.48319529354387	-0.907776911767615
NFKBIA	0.48319529354387	-0.907707952820053
SLC39A11	0.48319529354387	-0.907620884189266
MPRIP	0.48319529354387	-0.907312692611903
ZNF304	0.48319529354387	-0.907137874630187
GPAM	0.48319529354387	-0.906788634321857
TAS2R60	0.48319529354387	-0.906749164651201
TMEM33	0.48319529354387	-0.906740663110535
XKR3	0.48319529354387	-0.906308681308743
STAU1	0.48319529354387	-0.90615864694119
TBC1D2	0.48319529354387	-0.906064986397356
DHTKD1	0.48319529354387	-0.905897024514356
PAPSS2	0.48319529354387	-0.905694796549974
TBC1D32	0.48319529354387	-0.905115708962723
STMN3	0.48319529354387	-0.904028952878693
MAP6	0.48319529354387	-0.903943589749937
ART1	0.48319529354387	-0.903928213492917
LEMD1	0.48319529354387	-0.903821991795526
GRHL1	0.48319529354387	-0.903802754489925
CDK4	0.48319529354387	-0.90366559168775
ZNF615	0.48319529354387	-0.903578864822694
GUCA1B	0.48319529354387	-0.903553793038968
OR52W1	0.48319529354387	-0.90354842793793
PCBP4	0.48319529354387	-0.903405783668713
SYCE2	0.48319529354387	-0.902985822557727
OR52N5	0.48319529354387	-0.902242387292247
BBS4	0.48319529354387	-0.902148961352247
LRRC73	0.48319529354387	-0.901946469488219
LRCH3	0.48319529354387	-0.901884950591108
PPP1R42	0.48319529354387	-0.901439382761373
PURA	0.48319529354387	-0.901413331632196
OR7D4	0.48319529354387	-0.901404835854245
GJA9	0.48319529354387	-0.901376298752746
EID1	0.48319529354387	-0.90127134883555
ZNF536	0.48319529354387	-0.901155831925264
SGOL2	0.48319529354387	-0.901020991052039
SLC39A13	0.48319529354387	-0.900976561545217
ODF1	0.48319529354387	-0.900731855691483
CALN1	0.48319529354387	-0.900571997967842
TRMT11	0.48319529354387	-0.900482590354943
PTPN6	0.48319529354387	-0.900283030783508
ZNF263	0.48319529354387	-0.900219493361326
UROC1	0.48319529354387	-0.90014725602233
SLC1A4	0.48319529354387	-0.900094271982515
MYBPC3	0.483951130077399	-0.909882571462288
SIM2	0.483951130077399	-0.909881336732465
FABP2	0.483951130077399	-0.909872043113347
UCN3	0.483951130077399	-0.909856024413336
NXPE3	0.483951130077399	-0.909618824496254
TNFSF13	0.483951130077399	-0.909597927558438
IFLTD1	0.483951130077399	-0.909343879011972
GPR87	0.483951130077399	-0.909228525337825
TCEA2	0.483951130077399	-0.909171799613452
CD3G	0.483951130077399	-0.909115454619899
TMEM234	0.483951130077399	-0.908982508327563
TTC26	0.483951130077399	-0.908939848627528
KLK8	0.483951130077399	-0.908804137382789
SLC2A4RG	0.483951130077399	-0.90877225838073
HLA-DQA2	0.483951130077399	-0.908755273293493
FCRL5	0.483951130077399	-0.908735326134432
RASSF3	0.483951130077399	-0.908711962313253
KIF15	0.483951130077399	-0.908707301928017
NT5M	0.483951130077399	-0.908697668298349
TSHB	0.483951130077399	-0.908621331847748
CLVS2	0.483951130077399	-0.908560875099419
ARNTL	0.483951130077399	-0.90855557878532
NDUFA7	0.483951130077399	-0.90843158283729
PRKRA	0.483951130077399	-0.908429342685109
VTA1	0.483951130077399	-0.90817967067387
CAMK2N1	0.483951130077399	-0.90811754167277
RNF25	0.483951130077399	-0.908104337756634
EMX2	0.483951130077399	-0.908092362735849
TMEM125	0.483951130077399	-0.90801620955112
CCDC69	0.483951130077399	-0.907783267460003
ARPC5L	0.483951130077399	-0.907759983422733
CACNA1D	0.483951130077399	-0.907705228896139
SRXN1	0.483951130077399	-0.907470679720693
GNRH2	0.483951130077399	-0.907026064256561
PATL1	0.483951130077399	-0.907004037071016
ZBTB20	0.483951130077399	-0.906990883191873
BRD1	0.483951130077399	-0.906835786391727
ROBO3	0.483951130077399	-0.906833404869438
MAGT1	0.483951130077399	-0.906819178547007
EIF5A2	0.483951130077399	-0.906798000546744
FMO4	0.483951130077399	-0.906790041744437
OSBPL8	0.483951130077399	-0.906784915845288
DCLK1	0.483951130077399	-0.906702748181736
IKZF2	0.483951130077399	-0.906690715961805
PXN	0.483951130077399	-0.906548475482773
OR2AP1	0.483951130077399	-0.906412487349555
GABARAP	0.483951130077399	-0.906358859316463
EYA3	0.483951130077399	-0.906342413316851
MMP16	0.483951130077399	-0.906246272808342
ZC3H6	0.483951130077399	-0.906072604860975
UMODL1	0.483951130077399	-0.906016267488302
GYLTL1B	0.483951130077399	-0.90600425382979
IDO2	0.483951130077399	-0.905981287921162
GOLGB1	0.483951130077399	-0.905949992006397
WDR5B	0.483951130077399	-0.905788896391039
ZNF581	0.483951130077399	-0.905561363609727
FRRS1	0.483951130077399	-0.905552400568752
BTN3A1	0.483951130077399	-0.905441367397026
GABRG2	0.483951130077399	-0.905358066485983
PPL	0.483951130077399	-0.905356363835759
C12orf68	0.483951130077399	-0.905230460568834
KCTD7	0.483951130077399	-0.905023335579473
PCDH10	0.483951130077399	-0.90481933499644
KRTAP12-2	0.483951130077399	-0.904789130476055
BHMG1	0.483951130077399	-0.904684531920518
ANP32D	0.483951130077399	-0.904606217124585
TXNDC9	0.483951130077399	-0.904513673782792
GNLY	0.483951130077399	-0.904488428223403
SZT2	0.483951130077399	-0.904482992729384
DSCAML1	0.483951130077399	-0.904369512464294
RGS16	0.483951130077399	-0.904366981229497
SLC7A13	0.483951130077399	-0.904290545342962
MAGEA2B	0.483951130077399	-0.904274207586183
MAGEA2	0.483951130077399	-0.904274207586183
CXCR6	0.483951130077399	-0.904225542063189
EPHA2	0.483951130077399	-0.904024267132782
SNRPB2	0.483951130077399	-0.904021856049348
UGT1A5	0.483951130077399	-0.903940333290164
THAP10	0.483951130077399	-0.903938157586815
TSPAN14	0.483951130077399	-0.903704711059066
KLF17	0.483951130077399	-0.903677877649858
THAP5	0.483951130077399	-0.90352314792407
ANKRD34A	0.483951130077399	-0.903474669740217
TPCN1	0.483951130077399	-0.903417485754525
UGT1A6	0.483951130077399	-0.903414343270269
NXNL2	0.483951130077399	-0.90316204023461
APBB3	0.483951130077399	-0.903106728937339
SLC12A6	0.483951130077399	-0.903064325860097
DNPH1	0.483951130077399	-0.902871832525207
C6orf10	0.483951130077399	-0.90283857251627
EPN1	0.483951130077399	-0.902682770650978
PAIP1	0.483951130077399	-0.902628830733221
RNF165	0.483951130077399	-0.902601745374167
COBL	0.483951130077399	-0.902315925229259
CCDC166	0.483951130077399	-0.90224658509102
CNTD1	0.483951130077399	-0.902173426397613
GREB1L	0.483951130077399	-0.901956889937698
SQLE	0.483951130077399	-0.901867012899139
EVC	0.483951130077399	-0.901848904946085
SASH3	0.483951130077399	-0.901719061491037
SLC10A1	0.483951130077399	-0.901715843998321
SLC25A38	0.483951130077399	-0.901677289959266
ARMC4	0.483951130077399	-0.901587278681987
C4orf40	0.483951130077399	-0.90155914763429
RNF24	0.483951130077399	-0.901512075172936
MITD1	0.483951130077399	-0.901436396601552
FAM120A	0.483951130077399	-0.901312241451142
HSFX1	0.483951130077399	-0.90112173517555
HSFX2	0.483951130077399	-0.90112173517555
TDG	0.483951130077399	-0.901118241543241
PKP2	0.483951130077399	-0.901109824830526
C15orf61	0.483951130077399	-0.9009833968696
CRTAM	0.483951130077399	-0.900961978856586
TMPRSS11A	0.483951130077399	-0.900803527182889
GFRAL	0.483951130077399	-0.900542824955192
REXO4	0.483951130077399	-0.900527648094988
USP46	0.483951130077399	-0.900481773524947
SAPCD1	0.483951130077399	-0.900456475600076
PCDHB8	0.483951130077399	-0.900442230743215
LRRC30	0.483951130077399	-0.90035001217793
LMTK2	0.483951130077399	-0.90016703897614
DNAH6	0.483951130077399	-0.900145497776872
CLDN12	0.483951130077399	-0.899961775577541
MARCH11	0.483951130077399	-0.897919807516948
HLA-B	0.483951130077399	-0.897421283686041
KRTAP5-7	0.483951130077399	-0.897368310836377
THSD7B	0.483951130077399	-0.89689126309572
DCAF16	0.483951130077399	-0.896336087679372
PRAMEF27	0.483951130077399	-0.895584599783467
CGREF1	0.483951130077399	-0.8941320040255
SPATA17	0.483951130077399	-0.892040135101872
PDZRN4	0.483951130077399	-0.89191997342486
EPB41L4B	0.483951130077399	-0.891748586739563
OR51Q1	0.483951130077399	-0.889412286267202
C19orf77	0.484767258534032	-0.899901672943569
TRAF3IP2	0.484767258534032	-0.899809894652951
PLA2G2F	0.484767258534032	-0.899631907986162
DSC1	0.484767258534032	-0.89939492650155
KLK6	0.484767258534032	-0.899057397736333
MYL7	0.484767258534032	-0.899002110036477
RBPJ	0.484767258534032	-0.89898320912586
A3GALT2	0.484767258534032	-0.898872451083012
TMCO5A	0.484767258534032	-0.897406328954717
CCNE2	0.484767258534032	-0.897403231108041
TMPRSS11E	0.484767258534032	-0.897115709745567
EPHA7	0.484767258534032	-0.897007755966367
SPATS2L	0.484767258534032	-0.896922365338599
BPIFB1	0.484767258534032	-0.896920739390133
AZU1	0.484767258534032	-0.896794768997473
ABCA2	0.484767258534032	-0.896741465476684
OR10P1	0.484767258534032	-0.896737505267321
AKAP9	0.484767258534032	-0.896564198776565
LACRT	0.484767258534032	-0.896485990733697
UBE3B	0.484767258534032	-0.896316964909763
ZNF362	0.484767258534032	-0.896316283686577
URAD	0.484767258534032	-0.895275262095064
HORMAD1	0.484767258534032	-0.89501973063149
ZNF775	0.484767258534032	-0.894249023660147
OR7A17	0.484767258534032	-0.894150809803098
FZD7	0.484767258534032	-0.894090118964646
NYAP2	0.484767258534032	-0.893945976769932
HHLA1	0.484767258534032	-0.893240242608968
KDM4B	0.484767258534032	-0.893201817412259
SLC29A2	0.484767258534032	-0.893066594919714
HKR1	0.484767258534032	-0.892908213762658
TAB2	0.484767258534032	-0.89276673427287
LRRD1	0.484767258534032	-0.892686026443735
CSDC2	0.484767258534032	-0.89238854352162
ANKRA2	0.484767258534032	-0.892337124975376
EBLN2	0.484767258534032	-0.891741909171972
DMC1	0.484767258534032	-0.891310134917438
SENP2	0.484767258534032	-0.891104029511629
SLC1A6	0.484767258534032	-0.891048681682959
FSD1	0.484767258534032	-0.890892899919986
TMEM158	0.484767258534032	-0.890755120654885
HTR3B	0.484767258534032	-0.890445639490537
HOXA13	0.484767258534032	-0.890148946419551
TMEM64	0.484767258534032	-0.890079702501682
SOX4	0.484767258534032	-0.890046750470446
SUMO1	0.485319637383928	-0.842527863687641
ART4	0.48544538821349	-0.889549994895466
PNMAL1	0.48544538821349	-0.889245462117972
MB21D1	0.48544538821349	-0.88894073387693
ATP13A3	0.48544538821349	-0.88840872594348
C9orf156	0.48544538821349	-0.887824128649671
WNT16	0.48544538821349	-0.887707379249483
LRRC37A2	0.48544538821349	-0.887558291659644
FAM86A	0.48544538821349	-0.887406044981309
S100A5	0.48544538821349	-0.887176120142323
HSPA4	0.48544538821349	-0.887055691520097
MIA3	0.48544538821349	-0.886998671321716
C6orf48	0.48544538821349	-0.885189270172182
IQCC	0.48544538821349	-0.885013341097916
KIAA2022	0.48544538821349	-0.882510770004607
SETD7	0.48544538821349	-0.881035752099031
PCM1	0.48544538821349	-0.881000770537276
MYH15	0.48544538821349	-0.880584481506742
FAM126A	0.48544538821349	-0.880015157960778
KRTAP5-4	0.48544538821349	-0.878881112545968
LAMTOR3	0.48544538821349	-0.870691049799879
ZNF28	0.48544538821349	-0.870133147115827
PNLIPRP3	0.485556453998218	-0.899929175703317
MSANTD1	0.485556453998218	-0.899856479785712
NIPA1	0.485556453998218	-0.899801436674474
TMEM81	0.485556453998218	-0.899542165659794
ITK	0.485556453998218	-0.899533070340434
USP24	0.485556453998218	-0.899501513331062
ERC2	0.485556453998218	-0.899348534225372
SIAH2	0.485556453998218	-0.899335219906446
GRAMD1C	0.485556453998218	-0.899215686527681
UBXN6	0.485556453998218	-0.899214814221846
CLEC2L	0.485556453998218	-0.899082265448187
KLHL4	0.485556453998218	-0.899018215859623
CEP19	0.485556453998218	-0.899016257726176
EFCAB13	0.485556453998218	-0.898905924838683
IFIT1	0.485556453998218	-0.898867163288619
CACNG2	0.485556453998218	-0.898800739187819
UPK1B	0.485556453998218	-0.898785730277888
MCTP1	0.485556453998218	-0.898475011197752
PRAP1	0.485556453998218	-0.898412922251932
INSM1	0.485556453998218	-0.898396912094917
TYRP1	0.485556453998218	-0.898394297000365
TTC7B	0.485556453998218	-0.898376732790326
GFPT2	0.485556453998218	-0.898356918108877
CSF2	0.485556453998218	-0.898344207865306
C3orf83	0.485556453998218	-0.898168902867045
DNASE1L1	0.485556453998218	-0.898059204527564
TRIM58	0.485556453998218	-0.897985303150837
UGT2A3	0.485556453998218	-0.897831841929605
SLC24A4	0.485556453998218	-0.897778376181139
CCKAR	0.485556453998218	-0.897712282537275
EPB41L5	0.485556453998218	-0.897673385545445
ST3GAL3	0.485556453998218	-0.89763969287361
CARD9	0.485556453998218	-0.897599284076241
ASTL	0.485556453998218	-0.897427867498069
DES	0.485556453998218	-0.897329020561581
TRPC4	0.485556453998218	-0.897296844594351
LRRIQ4	0.485556453998218	-0.897225751732313
KCNE1	0.485556453998218	-0.897210535235807
WHSC1L1	0.485556453998218	-0.89701023236176
FAM19A1	0.485556453998218	-0.896967551574585
CALCOCO2	0.485556453998218	-0.896867271071923
PCDH17	0.485556453998218	-0.896704112091096
CTNNA3	0.485556453998218	-0.896698720249477
SCN10A	0.485556453998218	-0.896623735447168
TMEM183A	0.485556453998218	-0.896483752560184
CARHSP1	0.485556453998218	-0.896244321605261
KCNK18	0.485556453998218	-0.896126524586334
ASB10	0.485556453998218	-0.895961004662799
TSC22D2	0.485556453998218	-0.895934920009131
IFNGR2	0.485556453998218	-0.895814160425694
HOXA1	0.485556453998218	-0.895680065474654
SLX1A	0.485556453998218	-0.895475278299248
SLX1B	0.485556453998218	-0.895475278299248
ABR	0.485556453998218	-0.895401825708239
PARP14	0.485556453998218	-0.895318649589462
SEC11C	0.485556453998218	-0.895288173249076
MMP20	0.485556453998218	-0.895127507092201
PAX8	0.485556453998218	-0.894963509525505
GUF1	0.485556453998218	-0.894839653950666
NFKBIL1	0.485556453998218	-0.89482477256896
HOXC8	0.485556453998218	-0.894823664787605
SPTBN2	0.485556453998218	-0.894704735273848
ZNF25	0.485556453998218	-0.894683771866832
PGA5	0.485556453998218	-0.894651377614637
IL1A	0.485556453998218	-0.894640199875703
LRTM2	0.485556453998218	-0.894639363803639
CNN3	0.485556453998218	-0.894594260551236
C17orf82	0.485556453998218	-0.894566225709506
C2orf82	0.485556453998218	-0.894537867826618
VTN	0.485556453998218	-0.894531454695485
SSTR4	0.485556453998218	-0.89451611235158
GPC1	0.485556453998218	-0.894466457422867
BMP10	0.485556453998218	-0.894180255842684
BARX1	0.485556453998218	-0.894143537832121
BMP2K	0.485556453998218	-0.894110681700131
C4orf17	0.485556453998218	-0.894095411424467
ANTXRL	0.485556453998218	-0.89408018848317
DUSP4	0.485556453998218	-0.894075537249931
TRO	0.485556453998218	-0.894001527336886
PNPLA5	0.485556453998218	-0.89397049175912
CTDSPL	0.485556453998218	-0.893950261243573
C10orf105	0.485556453998218	-0.893791338411923
FGF4	0.485556453998218	-0.89376985511596
OR4D2	0.485556453998218	-0.893593608628311
C20orf194	0.485556453998218	-0.893546644051855
RHBG	0.485556453998218	-0.893543761933004
FXYD6	0.485556453998218	-0.893539784596184
ITPR2	0.485556453998218	-0.893488203666914
TMEM231	0.485556453998218	-0.893422085727692
API5	0.485556453998218	-0.893247183692393
RNF152	0.485556453998218	-0.893226406937852
CCDC85A	0.485556453998218	-0.893129975724612
SGSH	0.485556453998218	-0.893020032751795
ORAI2	0.485556453998218	-0.89279860952656
PHF19	0.485556453998218	-0.892738586489724
MST1R	0.485556453998218	-0.892719765946569
ADAD1	0.485556453998218	-0.892681509801089
TPM3	0.485556453998218	-0.89266338655124
HEPACAM	0.485556453998218	-0.892398654246007
AGAP9	0.485556453998218	-0.892219139202771
ZNF223	0.485556453998218	-0.892162210663983
CLIC5	0.485556453998218	-0.89215904661852
THEM5	0.485556453998218	-0.892147967947083
KBTBD8	0.485556453998218	-0.892067200964771
PDK4	0.485556453998218	-0.891881114946045
LYPD5	0.485556453998218	-0.891790576652151
EIF4B	0.485556453998218	-0.891720062328783
NLRP3	0.485556453998218	-0.891706369959778
CAPSL	0.485556453998218	-0.891618101782044
ABCB11	0.485556453998218	-0.891572500402407
GNG2	0.485556453998218	-0.891338355679937
NEK9	0.485556453998218	-0.891299877461009
RAG2	0.485556453998218	-0.890878469937748
PCSK5	0.485556453998218	-0.890864552208793
NFIB	0.485556453998218	-0.890798120751554
ZNF662	0.485556453998218	-0.89063250970707
CACNA2D3	0.485556453998218	-0.890569772948958
LCE3A	0.485556453998218	-0.890506263166139
BRSK1	0.485556453998218	-0.890481649676864
PROSC	0.485556453998218	-0.890325520357289
REG3A	0.485556453998218	-0.890192380612142
MAPK10	0.485556453998218	-0.890078441021175
EPT1	0.48561717041547	-0.857956949403994
LYAR	0.485877888870742	-0.889986936041796
SMKR1	0.485877888870742	-0.889422702683472
